,N. Trajectories,Train/External Traj Split,Trainer Oracle Timesteps,FP Rate,Accuracy,Precision,Recall,Eta
0,500,0.5,10000000,0.25,0.58,0.6162790697674418,0.424,1.5296085615365715
1,500,0.5,15000000,0.25,0.568,0.6197183098591549,0.352,1.2290716270864572
2,500,0.5,20000000,0.25,0.512,0.5283018867924528,0.224,0.9108718128549131
3,500,0.5,30000000,0.25,0.516,0.525,0.336,1.2589129920018227
