,N. Trajectories,Train/External Traj Split,Trainer Oracle Timesteps,FP Rate,Accuracy,Precision,Recall,Eta
0,250,0.5,30000,0.25,0.5238095238095238,0.5517241379310345,0.25396825396825395,1.178703308982603
1,250,0.5,5000000,0.25,0.5634920634920635,0.7222222222222222,0.20634920634920634,5.981521156275444
